"","id","lat","lon","sitename","filename","elevation","country","gcmd_location","author","pub_year","title","journal","archive_type","min_age","max_age","proxy","num_record","num_control","url"
"69",69,43.13,-93.43,"Clear Lake IA","ClearLakeIA.Baker.1992.lpd",374,"North America>United States Of America>Iowa","North America>United States Of America>Iowa","Baker, Richard G.; Maher, Louis J.; Chumbley, Craig A.; Van Zant, Kent L.",1992,"Patterns of holocene environmental change in the midwestern United States","Quaternary Research","LakeSediment",-29,10600,"pollen",46,7,"this compilation"
"70",70,41.64,-86.54,"Clear Lake IN","ClearLakeIN.Bailey.1972.lpd",244,"North America>United States Of America>Indiana","North America>United States Of America>Indiana","Bailey, R.E.",1972,"Late- and postglacial environmental changes in northwestern Indiana",NA,"LakeSediment",21.8,10800,"pollen",57,7,"this compilation"
"71",71,33.8,-78.95,"Clear Pond","ClearPond.Hussey.1993.lpd",10,"North America>United States Of America>South Carolina","North America>United States Of America>South Carolina","Hussey, T.C.",1993,"A 20,000-year history of vegetation and climate at Clear Pond, northeastern South Carolina",NA,"LakeSediment",101,10912,"pollen",160,7,"this compilation"
"72",72,30.5619,91.1778,"CN01","CN01.Cheung.2017.lpd",4280,"Asia>Eastern Asia>China","Asia>Eastern Asia>China","Cheung, Man-Ching; Zong, Yongqiang; Zheng, Zhuo; Liu, Zhonghui; Aitchison, Jonathan C",2017,"Holocene temperature and precipitation variability on the central Tibetan Plateau revealed by multiple palaeo-climatic proxy records from an alpine wetland sequence","The Holocene","Peat",243,9921,"GDGT",58,7,"this compilation"
"73",73,53.9,-66.77,"Coghill","Coghill.King.1986.lpd",530,"America>Canada>Newfoundland","America>Canada>Newfoundland","King, G.A.",1986,"Deglaciation and vegetation history of western Labrador and adjacent Quebec",NA,"LakeSediment",-31,6146,"pollen",21,7,"this compilation"
"74",74,50.03,-56.2,"Compass","Compass.Macpherson.1986.lpd",236,"North America>Canada>Newfoundland And Labrador","North America>Canada>Newfoundland And Labrador","Dyer, A.K.",1986,"A palynological investigation of the Late Quaternary vegetational history of the Baie Verte Peninsula, northcentral Newfoundland",NA,"LakeSediment",-11,10864,"pollen",63,7,"this compilation"
"75",75,38.87,-107.08,"Copley","Copley.Fall.1997.lpd",3250,"North America>United States Of America>Colorado","North America>United States Of America>Colorado","Fall, Patricia L.",1997,"Timberline fluctuations and late Quaternary paleoclimates in the Southern Rocky Mountains, Colorado","Geological Society of America Bulletin","LakeSediment",-27,10710,"pollen",60,7,"this compilation"
"76",76,67.83,-115.32,"Coppermine Saddleback","CoppermineSaddleback.Nichols.1975.lpd",43,"North America>Canada>Nunavut","North America>Canada>Nunavut","Nichols, H.",1975,"Palynological and paleoclimatic study of the late Quaternary displacements of the boreal forest-tundra ecotone in Keewatin and Mackenzie, N.W.T., Canada",NA,"LakeSediment",0,4104.4,"pollen",47,7,"this compilation"
"77",77,44.84,-99.91,"Cottonwood Lake","CottonwoodLake.Grimm.1987.lpd",549,"North America>United States Of America>South Dakota","North America>United States Of America>South Dakota","Barnosky, C.W.; Grimm, E.C.; Wright, H.E., Jr.",1987,"Towards a postglacial history of the northern Great Plains: A review of the paleoecologic problems","Annals of the Carnegie Museum","LakeSediment",-155,10972,"pollen",61,7,"this compilation"
"78",78,38.83,-106.41,"Cottonwood Pass Pond","CottonwoodPassPond.Fall.1997.lpd",3670,"North America>United States Of America>Colorado","North America>United States Of America>Colorado","Fall, Patricia L.",1997,"Timberline fluctuations and late Quaternary paleoclimates in the Southern Rocky Mountains, Colorado","Geological Society of America Bulletin","LakeSediment",-28,9437,"pollen",33,7,"this compilation"
"79",79,44.1,-78.1,"Cranberry","Cranberry.McAndrews.NA.lpd",170,"North America>Canada>Ontario","North America>Canada>Ontario",NA,NA,NA,NA,"LakeSediment",-26,10907,"pollen",88,7,"this compilation"
"80",80,31.4667,110,"Dajiuhu Peatland Zk-3","DajiuhuPeatland.Huang.2013.lpd",1700,"Asia>Eastern Asia>China","Asia>Eastern Asia>China","Huang, Xianyu; Meyers, Philip A; Jia, Chengling; Zheng, Min; Xue, Jiantao; Wang, Xinxin; Xie, Shucheng",2013,"Paleotemperature variability in central China during the last 13 ka recorded by a novel microbial lipid proxy in the Dajiuhu peat deposit","The Holocene","Peat",NA,NA,"C15 fatty alcohols",123,8,"this compilation"
"81",81,61.6089,-20.7027,"DANA12_11_2_GC01","DANA12_11_2_GC01.VanNieuwenhove.2018.lpd",-2120,"Atlantic Ocean>North Atlantic Ocean","Atlantic Ocean>North Atlantic Ocean","Van Nieuwenhove, Nicolas; Pearce, Christof; Knudsen, Mads Faurschou; R  y, Hans; Seidenkrantz, Marit-Solveig",2018,"Meltwater and seasonality influence on Subpolar Gyre circulation during the Holocene","Palaeogeography, Palaeoclimatology, Palaeoecology","MarineSediment",-54,11810,NA,80,8,"this compilation"
"82",82,54.7,18.17,"Darzlubie Forest","DarzlubieForest.Polska-JasiewiczOwa.1996.lpd",40,"Europe>Eastern Europe>Poland","Europe>Eastern Europe>Poland","Polska-Jasiewicz Owa, M.; Latalowa, M.",1996,"Palaeoecological events during the last 15000 years: Regional syntheses of palaeoecological studies of lakes and mires in Europe","Palaeoecological events during the last 15000 years: regional syntheses of palaeoecological studies of lakes and mires in Europe","Peat",72.19,10887.32,"pollen",80,6,"this compilation"
"83",83,42.14,-73.41,"Davis Lake","DavisLake.Barnosky.1981.lpd",214,NA,"North America>United States Of America>Massachusetts","Barnosky, Cathy W.",1981,"A record of late Quaternary vegetation from Davis Lake, southern Puget Lowland, Washington","Quaternary Research","LakeSediment",50,11900,"pollen",238,8,"this compilation"
"84",84,43.23,-80.37,"Decoy","Decoy.Szeicz.1991.lpd",260,"North America>Canada>Ontario","North America>Canada>Ontario","Szeicz, J. M.; MacDonald, G. M.",1991,"Postglacial vegetation history of oak savanna in southern Ontario","Canadian Journal of Botany","LakeSediment",42,10945,"pollen",95,7,"this compilation"
"85",85,54.42,-69.92,"Delorme 1","Delorme1.Bouchard.1982.lpd",513,"North America>Canada>Quebec","North America>Canada>Quebec","Richard, P.J.H.",1981,"Paleophytogeographie postglaciaire en Ungava par l'analyse pollinique",NA,"LakeSediment",372,6017,"pollen",18,7,"this compilation"
"86",86,54.42,-69.93,"Delorme 2","Delorme2.Bouchard.1982.lpd",538,"North America>Canada>Quebec","North America>Canada>Quebec","Richard, P.J.H.",1981,"Paleophytogeographie postglaciaire en Ungava par l'analyse pollinique",NA,"LakeSediment",423,7100,"pollen",50,7,"this compilation"
"87",87,76.7595,-67.61,"Deltaso","Deltasoe.Axford.2019.lpd",385,"North America>Greenland","North America>Greenland","Axford, Y.; Lasher, G.E.; Kelly, M.A.; Osterberg, E.C.; Landis, J.; Schellinger, G.C.; Pfeiffer, A.; Thompson, E.; Francis, D.R.",2019,"Holocene temperature history of northwest Greenland     with new ice cap constraints and chironomid assemblages from Deltas","Quaternary Science Reviews","LakeSediment",-62,10593.2,"chironomid",33,8,"www.ncdc.noaa.gov/paleo/study/26852"
"88",88,43.48,-85,"Demont","Demont.Kapp.NA.lpd",248,"North America>United States Of America>Michigan","North America>United States Of America>Michigan",NA,NA,NA,NA,"LakeSediment",13,10792,"pollen",73,7,"this compilation"
"89",89,65.21,-138.32,"Dempster Highway Peatland","DempsterPeatland.Porter.2019.lpd",740,"North America>Canada>Yukon Territory","North America>Canada>Yukon Territory","Porter, Trevor J.; Schoenemann, Spruce W.; Davies, Lauren J.; Steig, Eric J.; Bandara, Sasiri; Froese, Duane G.",2019,"Recent summer warming in northwestern Canada exceeds the Holocene thermal maximum","Nature Communications","Ice-other",-63,13585,"d18O",71,7,"this compilation"
"90",90,43.42,-89.73,"Devils","Devils.Shuman.2016.lpd",294,"North America>United States Of America>Wisconsin","North America>United States Of America>Wisconsin","Shuman, Bryan N.; Marsicek, Jeremiah",2016,"The structure of Holocene climate change in mid-latitude North America","Quaternary Science Reviews","LakeSediment",7,10872,"pollen",122,7,"this compilation"
"91",91,75.3167,-82.5,"Devon Ice Cap","DevonIceCap.Paterson.1977.lpd",1830,"North America>Canada>Nunavut","North America>Canada>Nunavut","Paterson, W. S. B.; Koerner, R. M.; Fisher, D.; Johnsen, S. J.; Clausen, H. B.; Dansgaard, W.; Bucher, P.; Oeschger, H.",1977,"An oxygen-isotope climatic record from the Devon Island ice cap, arctic Canada","Nature","GlacierIce",39,20539,NA,0,NA,"www.ncdc.noaa.gov/paleo/study/2437"
"92",92,75.35,-82.5,"Devon Island Glacier","DevonIslandGlacier.McAndrews.1984.lpd",1800,"North America>Canada>Nunavut","North America>Canada>Nunavut","McAndrews, John H.",1984,"Pollen analysis of the 1973 ice core from Devon Island Glacier, Canada","Quaternary Research","LakeSediment",-23,8689,"pollen",112,7,"this compilation"
"93",93,68.13,13.58,"Donvold","Donvold.Nilssen.1983.lpd",10,"Europe>Northern Europe>Scandinavia>Norway","Europe>Northern Europe>Scandinavia>Norway","Nilssen, E.J.",1983,NA,NA,"Peat",28,9479.67,"pollen",48,6,"this compilation"
"94",94,41.93,-70,"Duck","Duck.Winkler.1985.lpd",2,"North America>United States Of America>Massachusetts","North America>United States Of America>Massachusetts","Winkler, Marjorie Green",1985,"A 12,000-year history of vegetation and climate for Cape Cod, Massachusetts","Quaternary Research","LakeSediment",11,10842,"pollen",42,7,"this compilation"
"95",95,46.64,11.46,"Dura-Moor","Dura-Moor.Seiwald.1980.lpd",2080,"Europe>Southern Europe>Italy","Europe>Southern Europe>Italy","Seiwald, A.",1980,"Beitraege zur Vegetationsgeschichte Tirols IV: Natzer Plateau - Villanderer Alm.","Ber. nat.-med. Verein Innsbruck","Peat",111.78,10966.14,"pollen",101,6,"this compilation"
"96",96,43.67,28.55,"Duranunlak","Duranunlak.EPD.lpd",4,"Europe>Eastern Europe>Bulgaria","Europe>Eastern Europe>Bulgaria",NA,NA,NA,NA,"LakeSediment",368.48,10498.03,"pollen",36,6,"this compilation"
"97",97,65.1857,-43.8248,"DYE3","DYE3.Dahl-Jensen.1998.lpd",2490,"North America>Greenland","North America>Greenland","Dahl-Jensen, D.",1998,"Past temperatures directly from the Greenland Ice Sheet","Science","GlacierIce",-34,34434,"borehole",44,NA,"10.1594/PANGAEA.587005"
"98",98,65.1833,-43.82,"Dye3","Dye3.Vinther.2006.lpd",2490,"North America>Greenland","North America>Greenland","Dansgaard, W.; Clausen, H. B.; Gundestrup, N.; Hammer, C. U.; Johnsen, S. F.; Kristinsdottir, P. M.; Reeh, N.",1982,"A new Greenland deep ice core","Science","GlacierIce",-20,11640,NA,0,NA,"10.1594/PANGAEA.586841"
"99",99,-42.6799,146.5914,"Eagle Tarn","EagleTarn.Rees.2010.lpd",1040,"Australia/New Zealand>Australia","Australia/New Zealand>Australia","Rees, Andrew B.H.; Cwynar, Les C.",2010,"Evidence for early postglacial warming in Mount Field National Park, Tasmania","Quaternary Science Reviews","LakeSediment",29.809,15139.173,"chironomid",72,8,"this compilation"
"100",100,56.28,-75.1,"Lake EC1","EC1.Gajewski.1993.lpd",250,"North America>Canada>Quebec","North America>Canada>Quebec","Gajewski, K.; Payette, S.; Ritchie, J. C.",1993,"Holocene vegetation history at the boreal-forest-shrub-tundra transition in northwestern Quebec","The Journal of Ecology","LakeSediment",58,6610,"pollen",32,7,"this compilation"
"101",101,56.02,-74.95,"Lake EC2","EC2.Gajewski.1991.lpd",300,"America>Canada>Quebec","America>Canada>Quebec","Gajewski, K.",1991,"Repr̩sentation pollinique actuelle    la limite des arbres au Nouveau-Qu̩bec","Canadian Journal of Earth Sciences","LakeSediment",59,6359,"pollen",38,7,"this compilation"
"102",102,-75.0025,0.0683,"EDML","EDML.Stenni.2010.lpd",2892,"Antarctica","Antarctica","Stenni, B.; Masson-Delmotte, V.; Selmo, E.; Oerter, H.; Meyer, H.; R̦thlisberger, R.; Jouzel, J.; Cattani, O.; Falourd, S.; Fischer, H.; Hoffmann, G.; Iacumin, P.; Johnsen, S.J.; Minster, B.; Udisti, R.",2010,"The deuterium excess records of EPICA Dome C and Dronning Maud Land ice cores (East Antarctica)","Quaternary Science Reviews","GlacierIce",1193,12992,"deterium excess",1253,NA,"www.ncdc.noaa.gov/paleo/study/27950"
"103",103,47.18,8.58,"Egelsee","Egelsee.Larocque.2010.lpd",770,"Europe>Western Europe>Switzerland","Europe>Western Europe>Switzerland","Larocque-Tobler, Isabelle; Heiri, Oliver; Wehrli, Michael",2010,"Late Glacial and Holocene temperature changes at Egelsee, Switzerland, reconstructed using subfossil chironomids","Journal of Paleolimnology","LakeSediment",81.564,16192.857,"chironomid",86,16,"this compilation"
"104",104,50.69,-99.66,"E Lake","ELake.Ritchie.1976.lpd",735,"North America>Canada>Manitoba","North America>Canada>Manitoba","Ritchie, J. C.",1976,"The late-Quaternary vegetational history of the western interior of Canada","Canadian Journal of Botany","LakeSediment",-18,10684,"pollen",55,7,"this compilation"
"105",105,39.94,-105.58,"Eldora Fen","Eldora.Maher.1969.lpd",2848,"North America>United States Of America>Colorado","North America>United States Of America>Colorado",NA,NA,NA,NA,"LakeSediment",9,8639.9,"pollen",44,8,"this compilation"
"106",106,47.68,-124.02,"Eleanor Lake","Eleanor.Gavin.2011.lpd",710,"North America>United States Of America>Washington","North America>United States Of America>Washington","Gavin, Daniel G.; Henderson, Andrew C.G.; Westover, Karlyn S.; Fritz, Sherilyn C.; Walker, Ian R.; Leng, Melanie J.; Hu, Feng Sheng",2011,"Abrupt Holocene climate change and potential response to solar forcing in western Canada","Quaternary Science Reviews","LakeSediment",-48.9,10877.1,NA,NA,8,"www.ncdc.noaa.gov/paleo-search/study/23371"
"107",107,65.5612,-22.4064,"Efstadalsvatn","Elfstadalsvatn.Langdon.2008.lpd",123,"Atlantic Ocean>North Atlantic Ocean>Iceland","Atlantic Ocean>North Atlantic Ocean>Iceland","Langdon, Peter G.; Holmes, Naomi; Caseldine, Chris J.",2008,"Environmental controls on modern chironomid faunas from NW Iceland and implications for reconstructing climate change","Journal of Paleolimnology","LakeSediment",4234.52,10840.288,"chironomid",26,9,"this compilation"
"108",108,67.441,172.219,"ElGygytgyn Crater hillslopes","ElGygytgynCrater.Schwamborn.2006.lpd",520,"Europe>Eastern Europe>Russian Federation","Europe>Eastern Europe>Russian Federation","Schwamborn, Georg; Meyer, Hanno; Fedorov, Grigory; Schirrmeister, Lutz; Hubberten, Hans-W.",2006,"Ground ice and slope sediments archiving late Quaternary paleoenvironment and paleoclimate signals at the margins of El'gygytgyn Impact Crater, NE Siberia","Quaternary Research","Ice-other",3276,12621,NA,0,7,"this compilation"
"109",109,61.1667,-100.9167,"Ennadai-1","Ennadai-1.Nichols.1967.lpd",168,NA,"North America>Canada>Nunavut","Viau, A. E.",2009,"Reconstructing Millennial-Scale, Regional Paleoclimates of Boreal Canada during the Holocene","Journal of Climate","LakeSediment",354,7100,"pollen",31,17,"www.ncdc.noaa.gov/paleo/study/15444"
"110",110,61.24,-100.95,"Ennadai-2","Ennadai-2.Nichols.1975.lpd",325,"North America>Canada>Nunavut","North America>Canada>Nunavut","Nichols, H.",1975,"Palynological and paleoclimatic study of the late Quaternary displacements of the boreal forest-tundra ecotone in Keewatin and Mackenzie, N.W.T., Canada",NA,"LakeSediment",636.2,5392.4,"pollen",117,7,"this compilation"
"111",111,-75.1019,123.3953,"EPICA Dome C","EPICADomeC.Stenni.2010.lpd",3233,"Antarctica","Antarctica","Stenni, B.; Masson-Delmotte, V.; Selmo, E.; Oerter, H.; Meyer, H.; R̦thlisberger, R.; Jouzel, J.; Cattani, O.; Falourd, S.; Fischer, H.; Hoffmann, G.; Iacumin, P.; Johnsen, S.J.; Minster, B.; Udisti, R.",2010,"The deuterium excess records of EPICA Dome C and Dronning Maud Land ice cores (East Antarctica)","Quaternary Science Reviews","GlacierIce",38.3738,12978.3389,"deterium excess",701,NA,"www.ncdc.noaa.gov/paleo/study/27950"
"112",112,52.0269,101.0591,"ESM-1","ESM-1.Mackay.2012.lpd",1992,"Europe>Eastern Europe>Russian Federation","Europe>Eastern Europe>Russian Federation","Mackay, Anson W.; Bezrukova, Elena V.; Leng, Melanie J.; Meaney, Miriam; Nunes, Ana; Piotrowska, Natalia; Self, Angela; Shchetnikov, Alexander; Shilland, Ewan; Tarasov, Pavel; Wang, Luo; White, Dustin",2012,"Aquatic ecosystem responses to Holocene climate change and biome development in boreal, central Asia","Quaternary Science Reviews","LakeSediment",29,11206,"chironomid",30,8,"www.ncdc.noaa.gov/paleo/study/28371"
"113",113,46.31,7.48,"Etang d'y Cor Montana","Etangd'yCorMontana.Welten.1982.lpd",1506,"Europe>Western Europe>Switzerland","Europe>Western Europe>Switzerland","Welten, M.",1982,"Vegetationsgeschichtliche Untersuchungen in den westlichen Schweizer Alpen: Bern-Wallis","Denkschriften der Schweizerischen Naturforschenden Gesellschaft","LakeSediment",354.08,10997.56,"pollen",91,6,"this compilation"
"114",114,-54.497,-37.053,"Fan Lake","FanLake.Foster.2016.lpd",94,"Atlantic Ocean>South Atlantic Ocean>South Georgia Island","Atlantic Ocean>South Atlantic Ocean>South Georgia Island","Foster, Louise C.; Pearson, Emma J.; Juggins, Steve; Hodgson, Dominic A.; Saunders, Krystyna M.; Verleyen, Elie; Roberts, Stephen J.",2016,"Development of a regional glycerol dialkyl glycerol tetraether (GDGT)   temperature calibration for Antarctic and sub-Antarctic lakes","Earth and Planetary Science Letters","LakeSediment",NA,NA,"GDGT",81,5,"10.5285/df50e30a-0672-461a-928e-aafafb45fd55"
